RUN	ParaBankAccounts	parabankaccounts	1627218015033	create account parabank	3.6.0
USER	ParaBankAccounts	START	1627218017888
REQUEST		LOGIN_REQUEST	1627218017909	1627218018976	OK	 
REQUEST		LOGIN_REQUEST Redirect 1	1627218018991	1627218020114	OK	 
REQUEST		template.css	1627218020188	1627218020216	OK	 
REQUEST		style.css	1627218020188	1627218020282	OK	 
REQUEST		clear.gif	1627218020189	1627218020284	OK	 
REQUEST		logo.gif	1627218020189	1627218020284	OK	 
REQUEST		header-customer.jpg	1627218020190	1627218020289	OK	 
REQUEST		request_1	1627218020235	1627218020296	OK	 
REQUEST		angular.min.js	1627218020189	1627218020306	OK	 
REQUEST		request_2	1627218020283	1627218020314	OK	 
REQUEST		request_7	1627218020290	1627218020315	OK	 
REQUEST		LOGO_REQUEST	1627218020284	1627218020322	OK	 
REQUEST		request_6	1627218020286	1627218020323	OK	 
REQUEST		request_8	1627218020296	1627218020326	OK	 
REQUEST		request_9	1627218020306	1627218020329	OK	 
REQUEST		request_11	1627218020315	1627218020334	OK	 
REQUEST		request_10	1627218020314	1627218020343	OK	 
REQUEST		request_13	1627218020323	1627218020344	OK	 
REQUEST		request_12	1627218020322	1627218020348	OK	 
REQUEST		request_14	1627218020326	1627218020354	OK	 
REQUEST		request_16	1627218020329	1627218020359	OK	 
REQUEST		request_18	1627218020344	1627218020361	OK	 
REQUEST		request_19	1627218020345	1627218020364	OK	 
REQUEST		request_17	1627218020334	1627218020366	OK	 
REQUEST		request_21	1627218020354	1627218020371	OK	 
REQUEST		GET_ACCOUNT_REQUEST	1627218020348	1627218021433	OK	 
REQUEST		request_22	1627218022440	1627218023482	OK	 
REQUEST		request_42	1627218023495	1627218023516	OK	 
REQUEST		CREATE_ACCOUNT_REQUEST	1627218023495	1627218024484	OK	 
REQUEST		request_48	1627218026491	1627218027740	OK	 
REQUEST		request_78	1627218029757	1627218030957	OK	 
REQUEST		request_51	1627218029756	1627218030958	OK	 
USER	ParaBankAccounts	END	1627218030963
